BlockPath,VarName,UseDelayValue,LSB,Offset,Round,errorMethod,toleranceValue,roundingMethod,digitDesignationMethod,numberOfSignificantFigures,TestDataName
tarmodel/Subsystem/Gain@Gain@1,,,,,,,,,,,
